"","names","rating","sex","times"
"2477","Killing Fields, The (1984)",4.15555555555556,"M",242
"2485","Kiss the Girls (1997)",3.33707865168539,"M",429
"2491","L.A. Confidential (1997)",4.19909502262443,"M",1188
"2504","Last of the Mohicans, The (1992)",3.57142857142857,"M",384
"2513","Lawrence of Arabia (1962)",4.30496453900709,"M",346
"2517","Leaving Las Vegas (1995)",3.73094170403587,"M",596
"2519","Legends of the Fall (1994)",3.3921568627451,"M",324
"2522","Liar Liar (1997)",3.18023255813953,"M",485
"2527","Like Water For Chocolate (Como agua para chocolate) (1992)",3.82407407407407,"M",296
"2529","Lion King, The (1994)",3.72903225806452,"M",660
"2545","Lone Star (1996)",4.0354609929078,"M",374
"2546","Long Kiss Goodnight, The (1996)",3.47142857142857,"M",370
"2554","Lost World: Jurassic Park, The (1997)",2.90833333333333,"M",632
"2572","M*A*S*H (1970)",3.93037974683544,"M",412
"2583","Magnificent Seven, The (1954)",4.01980198019802,"M",363
"2587","Maltese Falcon, The (1941)",4.2952380952381,"M",276
"2597","Manchurian Candidate, The (1962)",4.25,"M",262
"2598","Manhattan (1979)",3.80882352941176,"M",273
"2606","Mars Attacks! (1996)",2.86705202312139,"M",868
"2608","Mary Poppins (1964)",3.69421487603306,"M",534
"2611","Mask, The (1994)",3.16504854368932,"M",387
"2615","Maverick (1994)",3.44,"M",384
"2624","Men in Black (1997)",3.78026905829596,"M",1212
"2632","Michael (1996)",3.11842105263158,"M",238
"2636","Midnight in the Garden of Good and Evil (1997)",3.03846153846154,"M",320
"2643","Mimic (1997)",2.83132530120482,"M",202
"2648","Mission: Impossible (1996)",3.26315789473684,"M",1032
"2657","Monty Python and the Holy Grail (1974)",4.12,"M",316
"2666","Mr. Holland's Opus (1995)",3.70149253731343,"M",293
"2677","Much Ado About Nothing (1993)",3.91735537190083,"M",352
"2678","Mulholland Falls (1996)",2.91176470588235,"M",246
"2680","Muppet Treasure Island (1996)",2.61290322580645,"M",420
"2682","Murder at 1600 (1997)",3.07692307692308,"M",436
"2685","Muriel's Wedding (1994)",3.55737704918033,"M",200
"2687","My Best Friend's Wedding (1997)",3.34513274336283,"M",344
"2689","My Fair Lady (1964)",3.60240963855422,"M",250
"2699","Mystery Science Theater 3000: The Movie (1996)",3.44642857142857,"M",260
"2705","Natural Born Killers (1994)",2.97142857142857,"M",256
"2710","Net, The (1995)",2.85714285714286,"M",240
"2725","Nightmare Before Christmas, The (1993)",3.54128440366972,"M",429
"2739","North by Northwest (1959)",4.32857142857143,"M",358
"2747","Nutty Professor, The (1996)",2.92741935483871,"M",652
"2763","One Fine Day (1996)",3.06153846153846,"M",224
"2764","One Flew Over the Cuckoo's Nest (1975)",4.33333333333333,"M",264
"2775","Outbreak (1995)",3.24691358024691,"M",312
"2794","Patton (1970)",4.08695652173913,"M",272
"2795","Peacemaker, The (1997)",3.17592592592593,"M",408
"2797","People vs. Larry Flynt, The (1996)",3.64242424242424,"M",215
"2808","Phenomenon (1996)",3.48837209302326,"M",488
"2810","Philadelphia Story, The (1940)",4.04166666666667,"M",208
"2811","Piano, The (1993)",3.48333333333333,"M",336
"2817","Pink Floyd - The Wall (1982)",3.41573033707865,"M",342
"2818","Pinocchio (1940)",3.75,"M",202
"2819","Platoon (1986)",3.72380952380952,"M",254
"2821","Pocahontas (1995)",2.44736842105263,"M",204
"2829","Postino, Il (1994)",4,"M",366
"2835","Pretty Woman (1990)",3.23423423423423,"M",328
"2838","Primal Fear (1996)",3.609375,"M",356
"2840","Princess Bride, The (1987)",4.22127659574468,"M",1296
"2844","Private Parts (1997)",3.61038961038961,"M",200
"2845","Professional, The (1994)",3.73387096774194,"M",596
"2851","Psycho (1960)",4.09039548022599,"M",717
"2852","Pulp Fiction (1994)",4.1,"M",788
"2867","Raiders of the Lost Ark (1981)",4.30153846153846,"M",840
"2870","Raising Arizona (1987)",3.83248730964467,"M",256
"2872","Ransom (1996)",3.64615384615385,"M",534
"2877","Rear Window (1954)",4.4,"M",418
"2893","Reservoir Dogs (1992)",4.1271186440678,"M",296
"2896","Return of the Jedi (1983)",4.00783289817232,"M",2535
"2906","River Wild, The (1994)",3.09259259259259,"M",292
"2908","Rob Roy (1995)",3.56060606060606,"M",276
"2913","Rock, The (1996)",3.63414634146341,"M",1134
"2919","Room with a View, A (1986)",3.89772727272727,"M",268
"2928","Rumble in the Bronx (1995)",3.48630136986301,"M",522
"2932","Sabrina (1995)",3.41269841269841,"M",380
"2936","Saint, The (1997)",3.07792207792208,"M",948
"2943","Schindler's List (1993)",4.40639269406393,"M",596
"2946","Scream (1996)",3.48358208955224,"M",956
"2947","Scream 2 (1997)",3.07594936708861,"M",212
"2959","Sense and Sensibility (1995)",3.87861271676301,"M",536
"2963","Seven (Se7en) (1995)",3.86885245901639,"M",472
"2964","Seven Years in Tibet (1997)",3.34,"M",310
"2979","Shawshank Redemption, The (1994)",4.41095890410959,"M",283
"2983","Shine (1996)",3.89583333333333,"M",258
"2984","Shining, The (1980)",3.8258064516129,"M",206
"2991","Silence of the Lambs, The (1991)",4.27931034482759,"M",780
"2995","Singin' in the Rain (1952)",4.04950495049505,"M",274
"3000","Sleepers (1996)",3.45454545454545,"M",338
"3001","Sleepless in Seattle (1993)",3.48965517241379,"M",426
"3004","Sling Blade (1996)",4.12745098039216,"M",272
"3011","Sneakers (1992)",3.45689655172414,"M",450
"3012","Snow White and the Seven Dwarfs (1937)",3.69672131147541,"M",516
"3014","So I Married an Axe Murderer (1993)",3,"M",285
"3018","Some Like It Hot (1959)",3.97849462365591,"M",256
"3027","Sound of Music, The (1965)",3.56462585034014,"M",222
"3028","Space Jam (1996)",2.8,"M",465
"3031","Spawn (1997)",2.6695652173913,"M",572
"3035","Speed (1994)",3.6271186440678,"M",690
"3048","Stand by Me (1986)",3.91515151515152,"M",681
"3052","Star Trek III: The Search for Spock (1984)",3.1448275862069,"M",513
"3053","Star Trek IV: The Voyage Home (1986)",3.51829268292683,"M",597
"3055","Star Trek VI: The Undiscovered Country (1991)",3.29710144927536,"M",483
"3056","Star Trek: First Contact (1996)",3.61643835616438,"M",1095
"3057","Star Trek: Generations (1994)",3.27173913043478,"M",348
"3058","Star Trek: The Motion Picture (1979)",3.05882352941176,"M",351
"3059","Star Trek: The Wrath of Khan (1982)",3.91878172588833,"M",732
"3060","Star Wars (1977)",4.39814814814815,"M",2915
"3061","Stargate (1994)",3.14678899082569,"M",381
"3063","Starship Troopers (1997)",3.28409090909091,"M",844
"3069","Sting, The (1973)",4.08743169398907,"M",482
"3072","Strange Days (1995)",3.30555555555556,"M",261
"3078","Strictly Ballroom (1992)",4.05970149253731,"M",208
"3103","Swingers (1996)",3.85496183206107,"M",314
"3118","Taxi Driver (1976)",4.11111111111111,"M",364
"3122","Terminator 2: Judgment Day (1991)",4.04564315352697,"M",885
"3123","Terminator, The (1984)",4.0375,"M",903
"3139","Things to Do in Denver when You're Dead (1995)",3.23333333333333,"M",213
"3143","This Is Spinal Tap (1984)",3.90967741935484,"M",573
"3150","Three Musketeers, The (1993)",3.23880597014925,"M",267
"3156","Time to Kill, A (1996)",3.64497041420118,"M",232
"3159","Tin Cup (1996)",3.07857142857143,"M",386
"3162","Titanic (1997)",4.23170731707317,"M",1050
"3169","To Kill a Mockingbird (1962)",4.26666666666667,"M",219
"3177","Tomorrow Never Dies (1997)",3.44366197183099,"M",540
"3178","Top Gun (1986)",3.45348837209302,"M",440
"3185","Toy Story (1995)",3.90990990990991,"M",1356
"3186","Trainspotting (1996)",3.9,"M",250
"3195","True Lies (1994)",3.57926829268293,"M",832
"3196","True Romance (1993)",3.72727272727273,"M",312
"3199","Truth About Cats & Dogs, The (1996)",3.37142857142857,"M",544
"3205","Twelve Monkeys (1995)",3.86129032258065,"M",784
"3209","Twister (1996)",3.2,"M",879
"3234","Usual Suspects, The (1995)",4.39906103286385,"M",534
"3242","Vertigo (1958)",4.30434782608696,"M",358
"3250","Volcano (1997)",2.71515151515152,"M",438
"3251","Wag the Dog (1997)",3.58585858585859,"M",274
"3265","Waterworld (1995)",2.92771084337349,"M",204
"3271","Welcome to the Dollhouse (1995)",3.69512195121951,"M",224
"3275","What's Eating Gilbert Grape (1993)",3.48101265822785,"M",230
"3278","When Harry Met Sally... (1989)",3.87684729064039,"M",580
"3282","While You Were Sleeping (1995)",3.5,"M",324
"3294","William Shakespeare's Romeo and Juliet (1996)",3.53521126760563,"M",212
"3295","Willy Wonka and the Chocolate Factory (1971)",3.58369098712446,"M",978
"3299","Wings of the Dove, The (1997)",3.45238095238095,"M",225
"3306","Wizard of Oz, The (1939)",4.04519774011299,"M",984
"3314","Wrong Trousers, The (1993)",4.47252747252747,"M",236
"3319","Young Frankenstein (1974)",3.92405063291139,"M",400
"3320","Young Guns (1988)",3.20454545454545,"M",303
