"","names","rating","sex"
"560","Free Willy 2: The Adventure Home (1995)",2.8,"F"
"561","Free Willy 3: The Rescue (1997)",2.33333333333333,"F"
"562","Freeway (1996)",3.22222222222222,"F"
"563","French Kiss (1995)",3.59375,"F"
"564","French Twist (Gazon maudit) (1995)",3.25,"F"
"565","Fresh (1994)",3.5,"F"
"566","Friday (1995)",4.5,"F"
"567","Fried Green Tomatoes (1991)",3.93103448275862,"F"
"568","Frighteners, The (1996)",3,"F"
"569","Frisk (1995)",NA,"F"
"570","From Dusk Till Dawn (1996)",2.84615384615385,"F"
"571","Fugitive, The (1993)",4.16666666666667,"F"
"572","Full Metal Jacket (1987)",3.17391304347826,"F"
"573","Full Monty, The (1997)",4.02040816326531,"F"
"574","Full Speed (1996)",2.5,"F"
"575","Funeral, The (1996)",1.66666666666667,"F"
"576","Funny Face (1957)",3.85714285714286,"F"
"577","Further Gesture, A (1996)",1,"F"
"578","G.I. Jane (1997)",3.58333333333333,"F"
"579","Gabbeh (1996)",3.66666666666667,"F"
"580","Game, The (1997)",3.48387096774194,"F"
"581","Gandhi (1982)",4.06818181818182,"F"
"582","Gang Related (1997)",2,"F"
"583","Garden of Finzi-Contini, The (Giardino dei Finzi-Contini, Il) (1970)",3.25,"F"
"584","Gaslight (1944)",4.11111111111111,"F"
"585","Gate of Heavenly Peace, The (1995)",NA,"F"
"586","Gattaca (1997)",3.43333333333333,"F"
"587","Gay Divorcee, The (1934)",4.25,"F"
"588","George of the Jungle (1997)",2.72,"F"
"589","Georgia (1995)",3,"F"
"590","Germinal (1993)",1,"F"
"591","Geronimo: An American Legend (1993)",2.66666666666667,"F"
"592","Get on the Bus (1996)",3,"F"
"593","Get Shorty (1995)",3.4,"F"
"594","Getaway, The (1994)",3,"F"
"595","Getting Away With Murder (1996)",NA,"F"
"596","Getting Even with Dad (1994)",2,"F"
"597","Ghost (1990)",3.8,"F"
"598","Ghost and Mrs. Muir, The (1947)",3.90909090909091,"F"
"599","Ghost and the Darkness, The (1996)",3.38888888888889,"F"
"600","Ghost in the Shell (Kokaku kidotai) (1995)",3.25,"F"
"601","Ghosts of Mississippi (1996)",3.83333333333333,"F"
"602","Giant (1956)",3.66666666666667,"F"
"603","Gigi (1958)",4.08333333333333,"F"
"604","Gilligan's Island: The Movie (1998)",NA,"F"
"605","Girl 6 (1996)",3,"F"
"606","Girl in the Cadillac (1995)",NA,"F"
"607","Girls Town (1996)",3,"F"
"608","Glass Shield, The (1994)",1,"F"
"609","Glengarry Glen Ross (1992)",3.15384615384615,"F"
"610","Glimmer Man, The (1996)",3.5,"F"
"611","Glory (1989)",4.14285714285714,"F"
"612","Go Fish (1994)",3.2,"F"
"613","Godfather, The (1972)",4.13333333333333,"F"
"614","Godfather: Part II, The (1974)",3.925,"F"
"615","Gold Diggers: The Secret of Bear Mountain (1995)",3.25,"F"
"616","Golden Earrings (1947)",NA,"F"
"617","GoldenEye (1995)",3.36842105263158,"F"
"618","Gone Fishin' (1997)",1.6,"F"
"619","Gone with the Wind (1939)",4.14814814814815,"F"
"620","Good Man in Africa, A (1994)",NA,"F"
"621","Good Will Hunting (1997)",4.35593220338983,"F"
"622","Good, The Bad and The Ugly, The (1966)",3.1875,"F"
"623","GoodFellas (1990)",3.76315789473684,"F"
"624","Goofy Movie, A (1995)",2.6,"F"
"625","Gordy (1995)",1,"F"
"626","Grace of My Heart (1996)",3.5,"F"
"627","Graduate, The (1967)",4.25,"F"
"628","Grand Day Out, A (1992)",4.25,"F"
"629","Grass Harp, The (1995)",3.66666666666667,"F"
"630","Grateful Dead (1995)",3.5,"F"
"631","Grease (1978)",3.75438596491228,"F"
"632","Grease 2 (1982)",2.63636363636364,"F"
"633","Great Day in Harlem, A (1994)",NA,"F"
"634","Great Dictator, The (1940)",3.4,"F"
"635","Great Escape, The (1963)",3.95652173913043,"F"
"636","Great Expectations (1998)",3.625,"F"
"637","Great Race, The (1965)",3.25,"F"
"638","Great White Hype, The (1996)",2.33333333333333,"F"
"639","Gridlock'd (1997)",3.66666666666667,"F"
"640","Grifters, The (1990)",3.1875,"F"
"641","Grosse Fatigue (1994)",2,"F"
"642","Grosse Pointe Blank (1997)",3.61363636363636,"F"
"643","Groundhog Day (1993)",3.61194029850746,"F"
"644","Grumpier Old Men (1995)",3.44736842105263,"F"
"645","Guantanamera (1994)",3.66666666666667,"F"
"646","Guilty as Sin (1993)",2.5,"F"
"647","Gumby: The Movie (1995)",2,"F"
"648","Hackers (1995)",2.71428571428571,"F"
"649","Half Baked (1998)",1.85714285714286,"F"
"650","Halloween: The Curse of Michael Myers (1995)",2.28571428571429,"F"
"651","Hamlet (1996)",4.03571428571429,"F"
"652","Hana-bi (1997)",3,"F"
"653","Happy Gilmore (1996)",3.4,"F"
"654","Hard Eight (1996)",2.5,"F"
"655","Hard Rain (1998)",3.125,"F"
"656","Hard Target (1993)",2,"F"
"657","Harlem (1993)",NA,"F"
"658","Harold and Maude (1971)",3.87096774193548,"F"
"659","Harriet the Spy (1996)",2.69230769230769,"F"
"660","Hate (Haine, La) (1995)",3,"F"
"661","Haunted World of Edward D. Wood Jr., The (1995)",3.33333333333333,"F"
"662","He Walked by Night (1948)",NA,"F"
"663","Head Above Water (1996)",2,"F"
"664","Hear My Song (1991)",2,"F"
"665","Hearts and Minds (1996)",4,"F"
"666","Heat (1995)",3.42105263157895,"F"
"667","Heathers (1989)",3.875,"F"
"668","Heaven & Earth (1993)",3,"F"
"669","Heaven's Prisoners (1996)",3.66666666666667,"F"
"670","Heavenly Creatures (1994)",3.66666666666667,"F"
"671","Heavy (1995)",3,"F"
"672","Heavy Metal (1981)",3.25,"F"
"673","Heavyweights (1994)",2.5,"F"
"674","Hedd Wyn (1992)",NA,"F"
"675","Heidi Fleiss: Hollywood Madam (1995) ",3.5,"F"
"676","Hellraiser: Bloodline (1996)",1,"F"
"677","Henry V (1989)",4.25714285714286,"F"
"678","Herbie Rides Again (1974)",2.33333333333333,"F"
"679","Hercules (1997)",3.66666666666667,"F"
"680","Here Comes Cookie (1935)",NA,"F"
"681","Hideaway (1995)",3,"F"
"682","High Noon (1952)",3.7,"F"
"683","High School High (1996)",3.25,"F"
"684","Higher Learning (1995)",4.28571428571429,"F"
"685","Highlander (1986)",3.2962962962963,"F"
"686","Highlander III: The Sorcerer (1994)",2,"F"
"687","His Girl Friday (1940)",4,"F"
"688","Hollow Reed (1996)",2.75,"F"
"689","Homage (1995)",NA,"F"
"690","Home Alone (1990)",2.93939393939394,"F"
"691","Home Alone 3 (1997)",2,"F"
"692","Home for the Holidays (1995)",3.43333333333333,"F"
"693","Homeward Bound II: Lost in San Francisco (1996)",3.16666666666667,"F"
"694","Homeward Bound: The Incredible Journey (1993)",3.42307692307692,"F"
"695","Hoodlum (1997)",3.05555555555556,"F"
"696","Hoop Dreams (1994)",4.33333333333333,"F"
"697","Horse Whisperer, The (1998)",1.75,"F"
"698","Horseman on the Roof, The (Hussard sur le toit, Le) (1995)",4.33333333333333,"F"
"699","Hostile Intentions (1994)",1,"F"
"700","Hot Shots! Part Deux (1993)",2.71428571428571,"F"
"701","Hotel de Love (1996)",4,"F"
"702","Hour of the Pig, The (1993)",NA,"F"
"703","House Arrest (1996)",2.625,"F"
"704","House of the Spirits, The (1993)",2.81818181818182,"F"
"705","House of Yes, The (1997)",2.85714285714286,"F"
"706","House Party 3 (1994)",1.5,"F"
"707","Houseguest (1994)",3.28571428571429,"F"
"708","How to Be a Player (1997)",2.83333333333333,"F"
"709","How to Make an American Quilt (1995)",3.43333333333333,"F"
"710","Howling, The (1981)",3.66666666666667,"F"
"711","Hudsucker Proxy, The (1994)",3.39130434782609,"F"
"712","Hugo Pool (1997)",2.33333333333333,"F"
"713","Hunchback of Notre Dame, The (1996)",3.45714285714286,"F"
"714","Hungarian Fairy Tale, A (1987)",1,"F"
"715","Hunt for Red October, The (1990)",4.02380952380952,"F"
"716","Hunted, The (1995)",1,"F"
"717","Hurricane Streets (1998)",2,"F"
"718","Hush (1998)",NA,"F"
"719","I Can't Sleep (J'ai pas sommeil) (1994)",3,"F"
"720","I Don't Want to Talk About It (De eso no se habla) (1993)",NA,"F"
"721","I Know What You Did Last Summer (1997)",3.1875,"F"
"722","I Like It Like That (1994)",2,"F"
"723","I Love Trouble (1994)",1.5,"F"
"724","I Shot Andy Warhol (1996)",3.375,"F"
"725","I, Worst of All (Yo, la peor de todas) (1990)",1,"F"
"726","I.Q. (1994)",3.44,"F"
"727","I'll Do Anything (1994)",2.75,"F"
"728","I'm Not Rappaport (1996)",4,"F"
"729","Ice Storm, The (1997)",3.45833333333333,"F"
"730","If Lucy Fell (1996)",2.58333333333333,"F"
"731","Ill Gotten Gains (1997)",1,"F"
"732","Immortal Beloved (1994)",3.68,"F"
"733","In & Out (1997)",3.58666666666667,"F"
"734","In Love and War (1996)",3.85714285714286,"F"
"735","In the Army Now (1994)",2.66666666666667,"F"
"736","In the Bleak Midwinter (1995)",3.66666666666667,"F"
"737","In the Company of Men (1997)",3.625,"F"
"738","In the Line of Duty 2 (1987)",3.5,"F"
"739","In the Line of Fire (1993)",3.94285714285714,"F"
"740","In the Mouth of Madness (1995)",3,"F"
"741","In the Name of the Father (1993)",4.1,"F"
"742","In the Realm of the Senses (Ai no corrida) (1976)",2,"F"
"743","Incognito (1997)",2.25,"F"
"744","Independence Day (ID4) (1996)",3.68867924528302,"F"
"745","Indian in the Cupboard, The (1995)",2.9,"F"
"746","Indian Summer (1996)",3.11111111111111,"F"
"747","Indiana Jones and the Last Crusade (1989)",3.92307692307692,"F"
"748","Infinity (1996)",2.5,"F"
"749","Inkwell, The (1994)",3,"F"
"750","Innocent Sleep, The (1995)",3,"F"
"751","Innocents, The (1961)",NA,"F"
"752","Inspector General, The (1949)",3,"F"
"753","Interview with the Vampire (1994)",3.25641025641026,"F"
"754","Intimate Relations (1996)",3,"F"
"755","Inventing the Abbotts (1997)",3,"F"
"756","Invitation, The (Zaproszenie) (1986)",1,"F"
"757","Island of Dr. Moreau, The (1996)",2,"F"
"758","It Could Happen to You (1994)",4,"F"
"759","It Happened One Night (1934)",4.08333333333333,"F"
"760","It Takes Two (1995)",2.66666666666667,"F"
"761","It's a Wonderful Life (1946)",4.28813559322034,"F"
"762","It's My Party (1995)",3.625,"F"
"763","Jack (1996)",3.48,"F"
"764","Jack and Sarah (1995)",2.5,"F"
"765","Jackal, The (1997)",3.14814814814815,"F"
"766","Jackie Brown (1997)",3.30434782608696,"F"
"767","Jackie Chan's First Strike (1996)",2.95833333333333,"F"
"768","Jade (1995)",2.75,"F"
"769","James and the Giant Peach (1996)",2.97142857142857,"F"
"770","Jane Eyre (1996)",4.12,"F"
"771","Jason's Lyric (1994)",2.5,"F"
"772","Jaws (1975)",3.578125,"F"
"773","Jaws 2 (1978)",2.77777777777778,"F"
"774","Jaws 3-D (1983)",1.75,"F"
"775","Jean de Florette (1986)",3.88888888888889,"F"
"776","Jefferson in Paris (1995)",2,"F"
"777","Jeffrey (1995)",3.66666666666667,"F"
"778","Jerky Boys, The (1994)",1,"F"
"779","Jerry Maguire (1996)",3.72413793103448,"F"
"780","Jimmy Hollywood (1994)",3,"F"
"781","Jingle All the Way (1996)",2,"F"
"782","JLG/JLG - autoportrait de décembre (1994)",NA,"F"
"783","Joe's Apartment (1996)",2,"F"
"784","Johnny 100 Pesos (1993)",NA,"F"
"785","Johnny Mnemonic (1995)",2.55555555555556,"F"
"786","Johns (1996)",NA,"F"
"787","Journey of August King, The (1995)",2.33333333333333,"F"
"788","Joy Luck Club, The (1993)",4,"F"
"789","Jude (1996)",3.22222222222222,"F"
"790","Judge Dredd (1995)",2.85714285714286,"F"
"791","Judgment Night (1993)",2,"F"
"792","Jumanji (1995)",3.44444444444444,"F"
"793","Jungle Book, The (1994)",3.77777777777778,"F"
"794","Jungle2Jungle (1997)",2.67391304347826,"F"
"795","Junior (1994)",3.25,"F"
"796","Jupiter's Wife (1994)",4,"F"
"797","Jurassic Park (1993)",3.61290322580645,"F"
"798","Juror, The (1996)",2.68181818181818,"F"
"799","Jury Duty (1995)",2.28571428571429,"F"
"800","Just Cause (1995)",3.5,"F"
"801","Kalifornia (1993)",2.94444444444444,"F"
"802","Kama Sutra: A Tale of Love (1996)",3.33333333333333,"F"
"803","Kansas City (1996)",2.66666666666667,"F"
"804","Kaspar Hauser (1993)",NA,"F"
"805","Kazaam (1996)",1.75,"F"
"806","Keys to Tulsa (1997)",1.85714285714286,"F"
"807","Kicked in the Head (1997)",3,"F"
"808","Kicking and Screaming (1995)",2.5,"F"
"809","Kid in King Arthur's Court, A (1995)",2.8,"F"
"810","Kids (1995)",2.57142857142857,"F"
"811","Kids in the Hall: Brain Candy (1996)",3.28571428571429,"F"
"812","Kika (1993)",NA,"F"
"813","Killer (Bulletproof Heart) (1994)",1,"F"
"814","Killer: A Journal of Murder (1995)",NA,"F"
"815","Killing Fields, The (1984)",4.06451612903226,"F"
"816","Killing Zoe (1994)",3,"F"
"817","Kim (1950)",1,"F"
"818","King of New York (1990)",NA,"F"
"819","King of the Hill (1993)",3,"F"
"820","Kingpin (1996)",2.75862068965517,"F"
"821","Kiss Me, Guido (1997)",3.28571428571429,"F"
"822","Kiss of Death (1995)",2.2,"F"
"823","Kiss the Girls (1997)",3.66666666666667,"F"
"824","Kissed (1996)",2.5,"F"
"825","Kolya (1996)",4.20588235294118,"F"
"826","Koyaanisqatsi (1983)",3.3,"F"
"827","Kull the Conqueror (1997)",3.09090909090909,"F"
"828","Kundun (1997)",3.63636363636364,"F"
"829","L.A. Confidential (1997)",4.05263157894737,"F"
"830","Lady of Burlesque (1943)",NA,"F"
"831","Ladybird Ladybird (1994)",2,"F"
"832","Lamerica (1994)",3.5,"F"
"833","Land and Freedom (Tierra y libertad) (1995)",3,"F"
"834","Land Before Time III: The Time of the Great Giving (1995) (V)",1,"F"
"835","Larger Than Life (1996)",2,"F"
"836","Lashou shentan (1992)",1,"F"
"837","Lassie (1994)",2.66666666666667,"F"
"838","Last Action Hero (1993)",2.875,"F"
"839","Last Dance (1996)",3.66666666666667,"F"
"840","Last Klezmer: Leopold Kozlowski, His Life and Music, The (1995)",4,"F"
"841","Last Man Standing (1996)",2.57142857142857,"F"
"842","Last of the Mohicans, The (1992)",3.46666666666667,"F"
"843","Last Summer in the Hamptons (1995)",2,"F"
"844","Last Supper, The (1995)",3.53846153846154,"F"
"845","Last Time I Committed Suicide, The (1997)",1.5,"F"
"846","Last Time I Saw Paris, The (1954)",NA,"F"
"847","Late Bloomers (1996)",3,"F"
"848","Laura (1944)",3.9,"F"
"849","Lawnmower Man 2: Beyond Cyberspace (1996)",1.83333333333333,"F"
"850","Lawnmower Man, The (1992)",2.35294117647059,"F"
"851","Lawrence of Arabia (1962)",3.90625,"F"
"852","Lay of the Land, The (1997)",4,"F"
"853","Leading Man, The (1996)",2.5,"F"
"854","Leave It to Beaver (1997)",2,"F"
"855","Leaving Las Vegas (1995)",3.6,"F"
"856","Legal Deceit (1997)",2,"F"
"857","Legends of the Fall (1994)",3.56666666666667,"F"
"858","Leopard Son, The (1996)",NA,"F"
"859","Letter From Death Row, A (1998)",4,"F"
"860","Liar Liar (1997)",3.09929078014184,"F"
"861","Liebelei (1933)",1,"F"
"862","Life Less Ordinary, A (1997)",2.83333333333333,"F"
"863","Life with Mikey (1993)",2.5,"F"
"864","Lightning Jack (1994)",3.5,"F"
"865","Like Water For Chocolate (Como agua para chocolate) (1992)",3.75,"F"
"866","Line King: Al Hirschfeld, The (1996)",NA,"F"
"867","Lion King, The (1994)",3.90769230769231,"F"
"868","Little Big League (1994)",3.2,"F"
"869","Little Buddha (1993)",3.44444444444444,"F"
"870","Little City (1998)",2,"F"
"871","Little Lord Fauntleroy (1936)",4,"F"
"872","Little Odessa (1994)",2.75,"F"
"873","Little Princess, A (1995)",3.35,"F"
"874","Little Princess, The (1939)",3,"F"
"875","Little Rascals, The (1994)",2.72727272727273,"F"
"876","Little Women (1994)",3.88888888888889,"F"
"877","Live Nude Girls (1995)",2.5,"F"
"878","Living in Oblivion (1995)",3,"F"
"879","Loaded (1994)",NA,"F"
"880","Local Hero (1983)",4.1,"F"
"881","Loch Ness (1995)",4,"F"
"882","Locusts, The (1997)",3,"F"
"883","Lone Star (1996)",4.10869565217391,"F"
"884","Long Kiss Goodnight, The (1996)",3.46666666666667,"F"
"885","Looking for Richard (1996)",3.8,"F"
"886","Lord of Illusions (1995)",2.66666666666667,"F"
"887","Losing Chase (1996)",3,"F"
"888","Losing Isaiah (1995)",3,"F"
"889","Lost Highway (1997)",3,"F"
"890","Lost Horizon (1937)",4,"F"
"891","Lost in Space (1998)",2.8,"F"
"892","Lost World: Jurassic Park, The (1997)",3.05263157894737,"F"
"893","Lotto Land (1995)",NA,"F"
"894","Love & Human Remains (1993)",2.25,"F"
"895","Love Affair (1994)",2.71428571428571,"F"
"896","Love and a .45 (1994)",2.75,"F"
"897","Love and Death on Long Island (1997)",4,"F"
"898","Love and Other Catastrophes (1996)",3,"F"
"899","Love Bug, The (1969)",2.69230769230769,"F"
"900","Love in the Afternoon (1957)",3.83333333333333,"F"
"901","Love Is All There Is (1996)",NA,"F"
"902","Love Jones (1997)",3.11111111111111,"F"
"903","Love Serenade (1996)",2.33333333333333,"F"
"904","Love! Valour! Compassion! (1997)",3.625,"F"
"905","Lover's Knot (1996)",3,"F"
"906","Low Down Dirty Shame, A (1994)",2,"F"
"907","Low Life, The (1994)",NA,"F"
"908","M (1931)",3.28571428571429,"F"
"909","M. Butterfly (1993)",3.28571428571429,"F"
"910","M*A*S*H (1970)",3.85416666666667,"F"
"911","Ma vie en rose (My Life in Pink) (1997)",3.55555555555556,"F"
"912","Machine, The (1994)",NA,"F"
"913","Mad City (1997)",3.57142857142857,"F"
"914","Mad Dog Time (1996)",NA,"F"
"915","Mad Love (1995)",2.28571428571429,"F"
"916","Madame Butterfly (1995)",4,"F"
"917","Made in America (1993)",2.7,"F"
"918","Madness of King George, The (1994)",3.60869565217391,"F"
"919","Madonna: Truth or Dare (1991)",2.66666666666667,"F"
"920","Magic Hour, The (1998)",1,"F"
"921","Magnificent Seven, The (1954)",3.55,"F"
"922","Major Payne (1994)",2.6,"F"
"923","Malice (1993)",3.2,"F"
"924","Mallrats (1995)",3.21428571428571,"F"
"925","Maltese Falcon, The (1941)",3.93939393939394,"F"
"926","Mamma Roma (1962)",NA,"F"
"927","Man from Down Under, The (1943)",1,"F"
"928","Man in the Iron Mask, The (1998)",3.33333333333333,"F"
"929","Man of No Importance, A (1994)",3,"F"
"930","Man of the House (1995)",2,"F"
"931","Man of the Year (1995)",3.33333333333333,"F"
"932","Man Who Knew Too Little, The (1997)",2.7,"F"
"933","Man Who Would Be King, The (1975)",3.53846153846154,"F"
"934","Man Without a Face, The (1993)",3.91304347826087,"F"
"935","Manchurian Candidate, The (1962)",4.30434782608696,"F"
"936","Manhattan (1979)",3.65217391304348,"F"
"937","Manhattan Murder Mystery (1993)",3.2,"F"
"938","Manny & Lo (1996)",3.125,"F"
"939","Manon of the Spring (Manon des sources) (1986)",4.05882352941176,"F"
"940","Margaret's Museum (1995)",4.25,"F"
"941","Mark of Zorro, The (1940)",4,"F"
"942","Marked for Death (1990)",2,"F"
"943","Marlene Dietrich: Shadow and Light (1996) ",NA,"F"
"944","Mars Attacks! (1996)",2.77272727272727,"F"
"945","Marvin's Room (1996)",3.7,"F"
"946","Mary Poppins (1964)",3.78947368421053,"F"
"947","Mary Reilly (1996)",3.4,"F"
"948","Mary Shelley's Frankenstein (1994)",3.5,"F"
"949","Mask, The (1994)",3.30769230769231,"F"
"950","Mat' i syn (1997)",NA,"F"
"951","MatchMaker, The (1997)",3.61111111111111,"F"
"952","Matilda (1996)",3.30769230769231,"F"
"953","Maverick (1994)",3.57142857142857,"F"
"954","Maximum Risk (1996)",3,"F"
"955","Maya Lin: A Strong Clear Vision (1994)",5,"F"
"956","Maybe, Maybe Not (Bewegte Mann, Der) (1994)",NA,"F"
"957","McHale's Navy (1997)",2.41666666666667,"F"
"958","Mediterraneo (1991)",3.16666666666667,"F"
"959","Meet John Doe (1941)",4,"F"
"960","Meet Me in St. Louis (1944)",3.44444444444444,"F"
"961","Meet Wally Sparks (1997)",2,"F"
"962","Men in Black (1997)",3.65,"F"
"963","Men of Means (1998)",2,"F"
"964","Men With Guns (1997)",3,"F"
"965","Menace II Society (1993)",3.11111111111111,"F"
"966","Mercury Rising (1998)",3,"F"
"967","Metisse (Café au Lait) (1993)",2,"F"
"968","Metro (1997)",2.6,"F"
"969","Miami Rhapsody (1995)",1.75,"F"
"970","Michael (1996)",3.67441860465116,"F"
"971","Michael Collins (1996)",3.33333333333333,"F"
"972","Microcosmos: Le peuple de l'herbe (1996)",3,"F"
"973","Midnight Dancers (Sibak) (1994)",NA,"F"
"974","Midnight in the Garden of Good and Evil (1997)",3.39285714285714,"F"
"975","Mighty Aphrodite (1995)",3.26923076923077,"F"
"976","Mighty Morphin Power Rangers: The Movie (1995)",2,"F"
"977","Mighty, The (1998)",1,"F"
"978","Milk Money (1994)",3.15384615384615,"F"
"979","Mille bolle blu (1993)",NA,"F"
"980","Miller's Crossing (1990)",3.42857142857143,"F"
"981","Mimic (1997)",2.33333333333333,"F"
"982","Mina Tannenbaum (1994)",5,"F"
"983","Miracle on 34th Street (1994)",3.71052631578947,"F"
"984","Mirage (1995)",3,"F"
"985","Mirror Has Two Faces, The (1996)",3.66666666666667,"F"
"986","Mission: Impossible (1996)",3.48717948717949,"F"
"987","Misérables, Les (1995)",3.16666666666667,"F"
"988","Mixed Nuts (1994)",3.25,"F"
"989","Modern Affair, A (1995)",NA,"F"
"990","Moll Flanders (1996)",4.17647058823529,"F"
"991","Mondo (1996)",3,"F"
"992","Money Talks (1997)",3.10344827586207,"F"
"993","Money Train (1995)",2.66666666666667,"F"
"994","Month by the Lake, A (1995)",2.66666666666667,"F"
"995","Monty Python and the Holy Grail (1974)",3.86363636363636,"F"
"996","Monty Python's Life of Brian (1979)",3.5609756097561,"F"
"997","Moonlight and Valentino (1995)",2.5,"F"
"998","Mortal Kombat (1995)",3.14285714285714,"F"
"999","Mortal Kombat: Annihilation (1997)",1.88888888888889,"F"
"1000","Mostro, Il (1994)",NA,"F"
"1001","Mother (1996)",3.03508771929825,"F"
"1002","Mother Night (1996)",3,"F"
"1003","Mouse Hunt (1997)",2.55555555555556,"F"
"1004","Mr. Holland's Opus (1995)",3.94565217391304,"F"
"1005","Mr. Jones (1993)",2,"F"
"1006","Mr. Magoo (1997)",2,"F"
"1007","Mr. Smith Goes to Washington (1939)",4.04,"F"
"1008","Mr. Wonderful (1993)",3,"F"
"1009","Mr. Wrong (1996)",2.61538461538462,"F"
"1010","Mrs. Brown (Her Majesty, Mrs. Brown) (1997)",4.2258064516129,"F"
"1011","Mrs. Dalloway (1997)",3.71428571428571,"F"
"1012","Mrs. Doubtfire (1993)",3.54716981132075,"F"
"1013","Mrs. Parker and the Vicious Circle (1994)",3,"F"
"1014","Mrs. Winterbourne (1996)",3.15384615384615,"F"
"1015","Much Ado About Nothing (1993)",4.38181818181818,"F"
"1016","Mulholland Falls (1996)",2.71428571428571,"F"
"1017","Multiplicity (1996)",2.9,"F"
"1018","Muppet Treasure Island (1996)",3.18181818181818,"F"
"1019","MURDER and murder (1996)",2,"F"
"1020","Murder at 1600 (1997)",3.11290322580645,"F"
"1021","Murder in the First (1995)",3.72222222222222,"F"
"1022","Murder, My Sweet (1944)",3,"F"
"1023","Muriel's Wedding (1994)",3.53846153846154,"F"
"1024","Mute Witness (1994)",2.2,"F"
"1025","My Best Friend's Wedding (1997)",3.38983050847458,"F"
"1026","My Crazy Life (Mi vida loca) (1993)",3,"F"
"1027","My Fair Lady (1964)",4.23809523809524,"F"
"1028","My Family (1995)",3.8,"F"
"1029","My Favorite Season (1993)",3,"F"
"1030","My Favorite Year (1982)",3.41176470588235,"F"
"1031","My Fellow Americans (1996)",3.18181818181818,"F"
"1032","My Left Foot (1989)",3.82857142857143,"F"
"1033","My Life and Times With Antonin Artaud (En compagnie d'Antonin Artaud) (1993)",NA,"F"
"1034","My Life as a Dog (Mitt liv som hund) (1985)",4,"F"
"1035","My Man Godfrey (1936)",4,"F"
"1036","My Own Private Idaho (1991)",3.63636363636364,"F"
"1037","Mystery Science Theater 3000: The Movie (1996)",3.33333333333333,"F"
"1038","Nadja (1994)",1,"F"
"1039","Naked (1993)",2.5,"F"
"1040","Naked Gun 33 1/3: The Final Insult (1994)",3,"F"
"1041","Naked in New York (1994)",NA,"F"
"1042","National Lampoon's Senior Trip (1995)",1,"F"
"1043","Natural Born Killers (1994)",2.8695652173913,"F"
"1044","Nell (1994)",3.625,"F"
"1045","Nelly & Monsieur Arnaud (1995)",3,"F"
"1046","Nemesis 2: Nebula (1995)",NA,"F"
"1047","Neon Bible, The (1995)",3,"F"
"1048","Net, The (1995)",3.48275862068966,"F"
"1049","NeverEnding Story III, The (1994)",1.75,"F"
"1050","New Age, The (1994)",1,"F"
"1051","New Jersey Drive (1995)",3,"F"
"1052","New York Cop (1996)",NA,"F"
"1053","Newton Boys, The (1998)",2,"F"
"1054","Next Karate Kid, The (1994)",2.75,"F"
"1055","Next Step, The (1995)",3,"F"
"1056","Niagara, Niagara (1997)",2,"F"
"1057","Nick of Time (1995)",3,"F"
"1058","Nico Icon (1995)",4,"F"
"1059","Night Falls on Manhattan (1997)",3.14285714285714,"F"
"1060","Night Flier (1997)",4,"F"
"1061","Night of the Living Dead (1968)",3.625,"F"
"1062","Night on Earth (1991)",3.58333333333333,"F"
"1063","Nightmare Before Christmas, The (1993)",3.73529411764706,"F"
"1064","Nightmare on Elm Street, A (1984)",3.30434782608696,"F"
"1065","Nightwatch (1997)",3,"F"
"1066","Nikita (La Femme Nikita) (1990)",3.92,"F"
"1067","Nil By Mouth (1997)",3,"F"
"1068","Nina Takes a Lover (1994)",2.33333333333333,"F"
"1069","Nine Months (1995)",3,"F"
"1070","Ninotchka (1939)",4.25,"F"
"1071","Nixon (1995)",3.39130434782609,"F"
"1072","No Escape (1994)",2,"F"
"1073","Nobody Loves Me (Keiner liebt mich) (1994)",NA,"F"
"1074","Nobody's Fool (1994)",3.64705882352941,"F"
"1075","Normal Life (1996)",3,"F"
"1076","North (1994)",2.33333333333333,"F"
"1077","North by Northwest (1959)",4.12820512820513,"F"
"1078","Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)",2.85714285714286,"F"
"1079","Nosferatu a Venezia (1986)",1,"F"
"1080","Nothing Personal (1995)",2,"F"
"1081","Nothing to Lose (1994)",4,"F"
"1082","Notorious (1946)",4.1,"F"
"1083","Now and Then (1995)",3.58823529411765,"F"
"1084","Nowhere (1997)",2.5,"F"
"1085","Nutty Professor, The (1996)",2.87179487179487,"F"
"1086","Nénette et Boni (1996)",2,"F"
"1087","Object of My Affection, The (1998)",NA,"F"
"1088","Of Human Bondage (1934)",2.5,"F"
"1089","Of Love and Shadows (1994)",4,"F"
"1090","Office Killer (1997)",NA,"F"
"1091","Old Lady Who Walked in the Sea, The (Vieille qui marchait dans la mer, La) (1991)",NA,"F"
"1092","Old Man and the Sea, The (1958)",2.66666666666667,"F"
"1093","Old Yeller (1957)",3.46428571428571,"F"
"1094","Oliver & Company (1988)",3.125,"F"
"1095","Omen, The (1976)",3.21052631578947,"F"
"1096","On Golden Pond (1981)",3.78947368421053,"F"
"1097","Once Upon a Time in America (1984)",3.09090909090909,"F"
"1098","Once Upon a Time in the West (1969)",3,"F"
"1099","Once Upon a Time... When We Were Colored (1995)",3.63636363636364,"F"
"1100","Once Were Warriors (1994)",4.14285714285714,"F"
"1101","One Fine Day (1996)",3.46808510638298,"F"
